title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
"Welded Carbon Steel Standard Pipe and Tube Products From Turkey: Notice of Court Decision Not in Harmony With Amended Final Results of Review; Amended Final Results of Administrative Review of the Antidumping Duty Order on Welded Carbon Steel Standard Pipe and Tube Products From the Republic of Turkey, 2014-2015",Notice,Commerce Department; International Trade Administration,"On July 28, 2020, the U.S. Court of International Trade (CIT) sustained the Department of Commerce (Commerce)'s third remand redetermination pertaining to the administrative review of welded carbon steel standard pipe and tube products (welded pipe and tube) from the Republic of Turkey (Turkey) covering the period of review (POR) May 1, 2014 through April 30, 2015. Commerce is notifying the public that the CIT's final judgment is not in harmony with the amended final results of the administrative review, and that Commerce is amending the weighted-average dumping margin for Toscelik Profil ve Sac Endustrisi A.S. (Toscelik).", 2020-18156,https://www.federalregister.gov/documents/2020/08/19/2020-18156/welded-carbon-steel-standard-pipe-and-tube-products-from-turkey-notice-of-court-decision-not-in,https://www.govinfo.gov/content/pkg/FR-2020-08-19/pdf/2020-18156.pdf,08/19/2020
Energy Conservation Program: Test Procedures for Cooking Products,Rule,Energy Department,"On August 9, 2019, as a result of a petition from the Association of Home Appliance Manufacturers (AHAM) and data received in response to that petition, the U.S. Department of Energy (DOE) published a notice of proposed rulemaking (NOPR) proposing to withdraw the test procedure for conventional cooking tops established under the Energy Policy and Conservation Act (EPCA). In this final rule, DOE withdraws the test procedure for conventional cooking tops under EPCA. DOE has determined that the conventional cooking tops test procedure is not representative of energy use or efficiency during an average use cycle and is overly burdensome to conduct.", 2020-16102,https://www.federalregister.gov/documents/2020/08/18/2020-16102/energy-conservation-program-test-procedures-for-cooking-products,https://www.govinfo.gov/content/pkg/FR-2020-08-18/pdf/2020-16102.pdf,08/18/2020
Certain Uncoated Paper From Brazil: Partial Rescission of Antidumping Duty Administrative Review; 2019-2020,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) is partially rescinding the administrative review of the antidumping duty order on certain uncoated paper (uncoated paper) from Brazil for the period of review (POR) March 1, 2019 through February 29, 2020.", 2020-17923,https://www.federalregister.gov/documents/2020/08/17/2020-17923/certain-uncoated-paper-from-brazil-partial-rescission-of-antidumping-duty-administrative-review,https://www.govinfo.gov/content/pkg/FR-2020-08-17/pdf/2020-17923.pdf,08/17/2020
Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to Alaska Liquefied Natural Gas (LNG) Project in Cook Inlet,Rule,Commerce Department; National Oceanic and Atmospheric Administration,"Upon application from the Alaska Gasline Development Corporation (AGDC), NMFS is issuing regulations under the Marine Mammal Protection Act (MMPA) for the taking of marine mammals incidental to the Alaska Liquefied Natural Gas (LNG) project in Cook Inlet, Alaska, over the course of five years (2020-2025). These regulations allow NMFS to issue a Letter of Authorization (LOA) for the incidental take of marine mammals during the specified construction activities carried out during the rule's period of effectiveness, set forth the permissible methods of taking, set forth other means of effecting the least practicable adverse impact on marine mammal species or stocks and their habitat, and set forth requirements pertaining to the monitoring and reporting of the incidental take.", 2020-15404,https://www.federalregister.gov/documents/2020/08/17/2020-15404/takes-of-marine-mammals-incidental-to-specified-activities-taking-marine-mammals-incidental-to,https://www.govinfo.gov/content/pkg/FR-2020-08-17/pdf/2020-15404.pdf,08/17/2020
Regulations To Improve Administration and Enforcement of Antidumping and Countervailing Duty Laws,Proposed Rule,Commerce Department; International Trade Administration,"Pursuant to its authority under Title VII of the Tariff Act of 1930, as amended (the Act), the Department of Commerce (Commerce) proposes to modify its regulations under Part 351 of Title 19 to improve administration and enforcement of the antidumping duty (AD) and countervailing duty (CVD) laws. Specifically, Commerce proposes to modify its regulation concerning the time for submission of comments pertaining to industry support in AD and CVD proceedings; to modify its regulation regarding new shipper reviews; to modify its regulation concerning scope matters in AD and CVD proceedings; to promulgate a new regulation concerning circumvention of AD and CVD orders; to promulgate a new regulation concerning covered merchandise referrals received from U.S. Customs and Border Protection (CBP); to promulgate a new regulation pertaining to Commerce requests for certifications from interested parties to establish whether merchandise is subject to an AD or CVD order; and to modify its regulation regarding importer reimbursement certifications filed with CBP. Finally, Commerce proposes to modify its regulations regarding letters of appearance in AD and CVD proceedings and importer filing requirements for access to business proprietary information. Commerce is seeking public comments on this proposed rule.", 2020-15283,https://www.federalregister.gov/documents/2020/08/13/2020-15283/regulations-to-improve-administration-and-enforcement-of-antidumping-and-countervailing-duty-laws,https://www.govinfo.gov/content/pkg/FR-2020-08-13/pdf/2020-15283.pdf,08/13/2020
Passenger Vehicle and Light Truck Tires From the Socialist Republic of Vietnam: Postponement of Preliminary Determination in the Countervailing Duty Investigation,Notice,Commerce Department; International Trade Administration,"", 2020-17631,https://www.federalregister.gov/documents/2020/08/12/2020-17631/passenger-vehicle-and-light-truck-tires-from-the-socialist-republic-of-vietnam-postponement-of,https://www.govinfo.gov/content/pkg/FR-2020-08-12/pdf/2020-17631.pdf,08/12/2020
Promulgation of Air Quality Implementation Plans; State of Texas; Regional Haze and Interstate Visibility Transport Federal Implementation Plan,Rule,Environmental Protection Agency,"Pursuant to the federal Clean Air Act (CAA or Act), the Environmental Protection Agency (EPA) is finalizing its affirmation, with amendments, of an intrastate sulfur dioxide (SO<INF>2</INF>) trading program as an alternative to best available retrofit technology (BART) requirements for certain sources in Texas. This action finalizes the August 2018 proposed affirmation and November 2019 supplemental notice of proposed rulemaking (SNPRM) concerning certain aspects of a final rule published on October 17, 2017, partially approving the 2009 Texas Regional Haze State Implementation Plan (SIP) submission and promulgating a Federal Implementation Plan (FIP) for Texas to address certain outstanding CAA regional haze requirements for the first implementation period.", 2020-14408,https://www.federalregister.gov/documents/2020/08/12/2020-14408/promulgation-of-air-quality-implementation-plans-state-of-texas-regional-haze-and-interstate,https://www.govinfo.gov/content/pkg/FR-2020-08-12/pdf/2020-14408.pdf,08/12/2020
Steel Wire Garment Hangers From the People's Republic of China: Final Results of Antidumping Duty Administrative Review; 2018-2019,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) continues to find that Shanghai Wells Hanger Co., Ltd., and Hong Kong Wells Ltd. (collectively, Shanghai Wells) failed to demonstrate eligibility for separate rate status during the period of review (POR), and therefore is part of the China-wide entity. The POR is October 1, 2018 through September 30, 2019.", 2020-17470,https://www.federalregister.gov/documents/2020/08/11/2020-17470/steel-wire-garment-hangers-from-the-peoples-republic-of-china-final-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2020-08-11/pdf/2020-17470.pdf,08/11/2020
"Mattresses From Cambodia, Indonesia, Malaysia, Serbia, Thailand, the Republic of Turkey, and the Socialist Republic of Vietnam: Postponement of Preliminary Determinations in the Less-Than-Fair-Value Investigations",Notice,Commerce Department; International Trade Administration,"", 2020-17531,https://www.federalregister.gov/documents/2020/08/11/2020-17531/mattresses-from-cambodia-indonesia-malaysia-serbia-thailand-the-republic-of-turkey-and-the-socialist,https://www.govinfo.gov/content/pkg/FR-2020-08-11/pdf/2020-17531.pdf,08/11/2020
Drawn Stainless Steel Sinks From the People's Republic of China: Partial Rescission of Antidumping Duty Administrative Review; 2019-2020,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) is partially rescinding its administrative review of the antidumping duty (AD) order on drawn stainless steel sinks (drawn sinks) from the People's Republic of China (China) for the period of review (POR) April 1, 2019 through March 31, 2020.", 2020-17331,https://www.federalregister.gov/documents/2020/08/10/2020-17331/drawn-stainless-steel-sinks-from-the-peoples-republic-of-china-partial-rescission-of-antidumping,https://www.govinfo.gov/content/pkg/FR-2020-08-10/pdf/2020-17331.pdf,08/10/2020
Initiation of Antidumping and Countervailing Duty Administrative Reviews,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) has received requests to conduct administrative reviews of various antidumping duty (AD) and countervailing duty (CVD) orders and findings with June anniversary dates. In accordance with Commerce's regulations, we are initiating those administrative reviews.", 2020-17205,https://www.federalregister.gov/documents/2020/08/06/2020-17205/initiation-of-antidumping-and-countervailing-duty-administrative-reviews,https://www.govinfo.gov/content/pkg/FR-2020-08-06/pdf/2020-17205.pdf,08/06/2020
